"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046209","GO:0046209","nitric oxide metabolic process","10/782","83/18614",0.00246121428331058,0.0252996035391051,0.0201736158964206,"5740/23564/5806/1545/947/961/706/5743/1191/9314",10
"GO:0006022","GO:0006022","aminoglycan metabolic process","13/782","126/18614",0.00248361390452711,0.0254755375185643,0.0203139036491221,"3037/11227/29940/55501/2990/633/80760/6484/3074/79586/3073/7130/1634",13
"GO:0090175","GO:0090175","regulation of establishment of planar polarity","8/782","57/18614",0.00249904655216486,0.0255794127982735,0.0203967326148309,"144165/8321/5754/2719/1601/6422/115908/6423",8
"GO:0008202","GO:0008202","steroid metabolic process","25/782","323/18614",0.00254374718670506,0.0259817906506464,0.0207175841343597,"231/10449/80270/64746/1593/3638/25987/1646/341/51474/5087/133/3953/1066/8644/6615/351/3069/1545/1645/706/1601/348/5156/10577",25
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","26/782","341/18614",0.00259135514328165,0.026412099673913,0.0210607076516404,"29108/3123/4853/3685/285016/10252/1956/80310/7162/2950/2149/972/351/57007/678/1601/2621/1512/11117/348/5156/10457/3479/2335/5320/2192",26
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","16/782","173/18614",0.00262247481302793,0.0266728925603537,0.0212686609308861,"10134/29108/10961/2907/5329/3303/26471/972/6615/57007/90993/5743/5034/1191/6387/6423",16
"GO:0060317","GO:0060317","cardiac epithelial to mesenchymal transition","6/782","34/18614",0.00264838193916585,0.0267669797247768,0.0213436849648763,"3037/57142/10252/7048/7049/6615",6
"GO:0090022","GO:0090022","regulation of neutrophil chemotaxis","6/782","34/18614",0.00264838193916585,0.0267669797247768,0.0213436849648763,"1803/972/9353/7060/4192/7130",6
"GO:1902624","GO:1902624","positive regulation of neutrophil migration","6/782","34/18614",0.00264838193916585,0.0267669797247768,0.0213436849648763,"3554/7499/972/7060/4192/4267",6
"GO:0003014","GO:0003014","renal system process","13/782","127/18614",0.00266332086579852,0.0268616524979386,0.0214191759566091,"3037/231/185/133/55959/358/2149/8644/1535/947/10699/2621/2934",13
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","10/782","84/18614",0.00269115562631281,0.0270857229111775,0.021597847153707,"5740/23564/5806/1545/947/961/706/5743/1191/9314",10
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","28/782","378/18614",0.00274438915874242,0.0275639586131192,0.0219791868590512,"3037/29108/6595/1803/3123/3122/1991/2534/7048/6484/10673/80762/972/975/3956/961/5621/3958/1604/7070/10457/4192/3479/301/9314/10875/6387/5320",28
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","17/782","190/18614",0.0027777934626079,0.0278154778590919,0.0221797454429423,"29108/148170/274/10142/9659/3304/22998/3303/51429/3397/1902/961/11075/28984/6422/2934/6281",17
"GO:0048008","GO:0048008","platelet-derived growth factor receptor signaling pathway","8/782","58/18614",0.00279439612863805,0.0278154778590919,0.0221797454429423,"90410/80310/10628/5156/4035/5157/4015/347",8
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","9/782","71/18614",0.00281538489204251,0.0278154778590919,0.0221797454429423,"29108/1514/1520/3123/3122/2923/972/1509/8722",9
"GO:0050921","GO:0050921","positive regulation of chemotaxis","14/782","143/18614",0.00281906287283749,0.0278154778590919,0.0221797454429423,"64094/80310/7162/972/1902/9353/7423/2621/7060/2260/5919/4192/5764/6387",14
"GO:0018279","GO:0018279","protein N-linked glycosylation via asparagine","5/782","24/18614",0.00282135836405226,0.0278154778590919,0.0221797454429423,"6185/1650/1603/100128731/58505",5
"GO:0051043","GO:0051043","regulation of membrane protein ectodomain proteolysis","5/782","24/18614",0.00282135836405226,0.0278154778590919,0.0221797454429423,"51429/152503/348/7077/7076",5
"GO:0071676","GO:0071676","negative regulation of mononuclear cell migration","5/782","24/18614",0.00282135836405226,0.0278154778590919,0.0221797454429423,"26585/9353/1843/4681/347",5
"GO:0072202","GO:0072202","cell differentiation involved in metanephros development","5/782","24/18614",0.00282135836405226,0.0278154778590919,0.0221797454429423,"55366/3913/25937/26585/947",5
"GO:1903077","GO:1903077","negative regulation of protein localization to plasma membrane","5/782","24/18614",0.00282135836405226,0.0278154778590919,0.0221797454429423,"64114/9528/55022/131578/1601",5
"GO:0014911","GO:0014911","positive regulation of smooth muscle cell migration","7/782","46/18614",0.00288056813849159,0.0283412632564652,0.0225990007342026,"3037/80310/1902/1545/6282/4192/3479",7
"GO:0001819","GO:0001819","positive regulation of cytokine production","34/782","489/18614",0.00290644596277818,0.0284112985074729,0.0226548460461994,"29108/3554/90865/147372/114900/3304/1991/6711/3303/647087/55959/2149/972/351/975/1535/5295/10972/1545/947/26137/5743/3162/1604/114899/28984/4192/301/7148/1191/10417/6284/718/4060",34
"GO:0003413","GO:0003413","chondrocyte differentiation involved in endochondral bone morphogenesis","4/782","15/18614",0.00291125937828078,0.0284112985074729,0.0226548460461994,"5916/25987/7048/871",4
"GO:0044406","GO:0044406","adhesion of symbiont to host","4/782","15/18614",0.00291125937828078,0.0284112985074729,0.0226548460461994,"1803/975/131578/2621",4
"GO:0090110","GO:0090110","COPII-coated vesicle cargo loading","4/782","15/18614",0.00291125937828078,0.0284112985074729,0.0226548460461994,"10484/56681/3638/22872",4
"GO:2001237","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","11/782","99/18614",0.00292440805525068,0.0284245387789587,0.0226654036879785,"64114/3304/6934/3685/3303/2950/2537/3958/3162/3479/6423",11
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","11/782","99/18614",0.00292440805525068,0.0284245387789587,0.0226654036879785,"2907/5329/3303/972/6615/57007/90993/5743/1191/6387/6423",11
"GO:0055074","GO:0055074","calcium ion homeostasis","25/782","327/18614",0.00299246969722679,0.0290275581696788,0.0231462444864392,"56172/10134/7184/54499/5745/2907/10467/1193/9446/1991/808/133/785/287/55013/6444/4907/3074/2149/351/623/1535/7070/348/6387",25
"GO:0042552","GO:0042552","myelination","14/782","144/18614",0.00300538439402851,0.0290422872707325,0.0231579893039695,"5916/58494/5354/287/1890/3074/1272/1902/5376/928/26022/3073/1191/5764",14
"GO:0030595","GO:0030595","leukocyte chemotaxis","20/782","241/18614",0.00300603637172693,0.0290422872707325,0.0231579893039695,"80270/1803/26585/972/9353/3958/7423/2621/7060/5479/1843/5919/4681/4192/301/7130/2919/5764/6387/4313",20
"GO:1901654","GO:1901654","response to ketone","18/782","208/18614",0.00304356733258701,0.0293460762208039,0.0234002271549637,"5069/1646/808/6586/358/7049/8644/1535/5737/9353/1545/387758/706/10628/2621/6422/5176/10631",18
"GO:0018149","GO:0018149","peptide cross-linking","6/782","35/18614",0.00308464088916539,0.0296236130013274,0.0236215318247683,"633/3858/301/2335/1281/1634",6
"GO:0030212","GO:0030212","hyaluronan metabolic process","6/782","35/18614",0.00308464088916539,0.0296236130013274,0.0236215318247683,"3037/2990/80760/3074/3073/7130",6
"GO:0050866","GO:0050866","negative regulation of cell activation","19/782","225/18614",0.0031144823980218,0.0297920535417043,0.0237558443944375,"3123/80762/972/928/5621/3958/2896/3162/5270/11117/348/5156/10457/4192/301/2335/6422/10875/5320",19
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","16/782","176/18614",0.00311453951151607,0.0297920535417043,0.0237558443944375,"3037/54453/57142/64094/147372/8828/7048/8613/5168/5743/2896/3162/2260/1512/301/6678",16
"GO:0034103","GO:0034103","regulation of tissue remodeling","10/782","86/18614",0.00320249154851676,0.0305122761964413,0.0243301417415918,"64114/338773/4054/3953/26585/7060/10457/4192/6422/1471",10
"GO:0048041","GO:0048041","focal adhesion assembly","10/782","86/18614",0.00320249154851676,0.0305122761964413,0.0243301417415918,"94/22998/26585/1307/7070/4323/1009/6422/6281/347",10
"GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis","12/782","115/18614",0.00326362903756534,0.030978809193099,0.0247021498429454,"341/3685/26585/5898/1902/4043/1601/302/967/1191/6424/718",12
"GO:0006486","GO:0006486","protein glycosylation","19/782","226/18614",0.00327073509215669,0.030978809193099,0.0247021498429454,"57134/11227/5238/8869/2801/8704/2683/6484/9528/6185/200185/1650/746/4121/1603/100128731/58505/727936/7423",19
"GO:0043413","GO:0043413","macromolecule glycosylation","19/782","226/18614",0.00327073509215669,0.030978809193099,0.0247021498429454,"57134/11227/5238/8869/2801/8704/2683/6484/9528/6185/200185/1650/746/4121/1603/100128731/58505/727936/7423",19
"GO:0007162","GO:0007162","negative regulation of cell adhesion","24/782","312/18614",0.00331830241134886,0.0313677175002213,0.0250122609004046,"94/3123/80762/972/928/5295/1545/5621/3958/4323/5270/28984/1843/10457/4192/301/9314/10875/6387/5320/4313/2192/1277/347",24
"GO:0043567","GO:0043567","regulation of insulin-like growth factor receptor signaling pathway","5/782","25/18614",0.00340644621968042,0.0318442036720601,0.0253922055503583,"3487/3486/8483/3479/3489",5
"GO:0003170","GO:0003170","heart valve development","9/782","73/18614",0.00340776859266006,0.0318442036720601,0.0253922055503583,"6092/4853/7048/6586/6615/9353/1009/11117/2006",9
"GO:0035567","GO:0035567","non-canonical Wnt signaling pathway","9/782","73/18614",0.00340776859266006,0.0318442036720601,0.0253922055503583,"144165/8321/5754/2719/1601/6422/6424/115908/6423",9
"GO:0007272","GO:0007272","ensheathment of neurons","14/782","146/18614",0.00340834040547252,0.0318442036720601,0.0253922055503583,"5916/58494/5354/287/1890/3074/1272/1902/5376/928/26022/3073/1191/5764",14
"GO:0008366","GO:0008366","axon ensheathment","14/782","146/18614",0.00340834040547252,0.0318442036720601,0.0253922055503583,"5916/58494/5354/287/1890/3074/1272/1902/5376/928/26022/3073/1191/5764",14
"GO:0030177","GO:0030177","positive regulation of Wnt signaling pathway","14/782","146/18614",0.00340834040547252,0.0318442036720601,0.0253922055503583,"79971/55366/252839/1956/5754/55959/8434/27123/2719/1601/6422/6424/1277/6423",14
"GO:1903078","GO:1903078","positive regulation of protein localization to plasma membrane","8/782","60/18614",0.00346624628371534,0.0323225789821889,0.0257736565776818,"10857/6711/1956/11079/5295/5621/3958/4035",8
"GO:0032370","GO:0032370","positive regulation of lipid transport","10/782","87/18614",0.0034856313907759,0.03244059639948,0.0258677623229295,"9536/4792/1066/1622/1601/302/10351/348/5360/4035",10
"GO:0062197","GO:0062197","cellular response to chemical stress","26/782","349/18614",0.00353734199565269,0.0328584311388085,0.026200938988183,"231/29108/8321/2882/6649/3304/2534/3303/1956/80310/358/8644/5831/1545/25824/706/4257/5743/3162/493869/5034/10516/5156/10550/301/4313",26
"GO:0016050","GO:0016050","vesicle organization","27/782","368/18614",0.00368379843136238,0.0340423772479801,0.0271450041397009,"81555/950/10484/9554/56681/6382/10981/434/9296/3638/25825/1176/22872/252839/55004/54732/358/1759/2149/10972/947/8406/302/5270/348/301/6281",27
"GO:0045047","GO:0045047","protein targeting to ER","7/782","48/18614",0.00368598235292379,0.0340423772479801,0.0271450041397009,"10952/6747/7095/29927/23480/23471/4121",7
"GO:0046596","GO:0046596","regulation of viral entry into host cell","7/782","48/18614",0.00368598235292379,0.0340423772479801,0.0271450041397009,"3123/5806/972/3956/5034/4061/2934",7
"GO:0001736","GO:0001736","establishment of planar polarity","9/782","74/18614",0.00373852673558438,0.0342111732929984,0.0272796001847248,"144165/90410/8321/5754/2719/1601/6422/115908/6423",9
"GO:0007164","GO:0007164","establishment of tissue polarity","9/782","74/18614",0.00373852673558438,0.0342111732929984,0.0272796001847248,"144165/90410/8321/5754/2719/1601/6422/115908/6423",9
"GO:0009886","GO:0009886","post-embryonic animal morphogenesis","4/782","16/18614",0.00375393293341551,0.0342111732929984,0.0272796001847248,"3150/4237/2200/2202",4
"GO:0042448","GO:0042448","progesterone metabolic process","4/782","16/18614",0.00375393293341551,0.0342111732929984,0.0272796001847248,"1646/133/8644/1645",4
"GO:0044849","GO:0044849","estrous cycle","4/782","16/18614",0.00375393293341551,0.0342111732929984,0.0272796001847248,"3037/1545/4192/5764",4
"GO:2000095","GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway","4/782","16/18614",0.00375393293341551,0.0342111732929984,0.0272796001847248,"2719/1601/6422/6423",4
"GO:2001212","GO:2001212","regulation of vasculogenesis","4/782","16/18614",0.00375393293341551,0.0342111732929984,0.0272796001847248,"54453/133/10266/947",4
"GO:0045444","GO:0045444","fat cell differentiation","20/782","246/18614",0.00379444720687744,0.0345151509138795,0.0275219884796751,"54463/4037/3638/6934/25937/122953/862/4320/284207/51150/9935/678/5743/114899/5156/5919/1734/9314/6422/6423",20
"GO:0046456","GO:0046456","icosanoid biosynthetic process","8/782","61/18614",0.00384591419091908,0.0348517900647009,0.0277904207068391,"29108/9536/5740/8644/972/5743/301/5730",8
"GO:1900024","GO:1900024","regulation of substrate adhesion-dependent cell spreading","8/782","61/18614",0.00384591419091908,0.0348517900647009,0.0277904207068391,"3037/11078/10630/1601/5034/4192/6281/2192",8
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","15/782","164/18614",0.00390159232039292,0.0352900123388635,0.0281398541603139,"11344/116985/84952/6840/11078/51474/6711/130271/9353/5295/822/9168/11075/120/2934",15
"GO:0031639","GO:0031639","plasminogen activation","5/782","26/18614",0.004073865051891,0.0365737493764739,0.0291634914623266,"5329/7123/302/5270/6281",5
"GO:1904376","GO:1904376","negative regulation of protein localization to cell periphery","5/782","26/18614",0.004073865051891,0.0365737493764739,0.0291634914623266,"64114/9528/55022/131578/1601",5
"GO:1905048","GO:1905048","regulation of metallopeptidase activity","5/782","26/18614",0.004073865051891,0.0365737493764739,0.0291634914623266,"84168/8434/7077/7076/4035",5
"GO:2000050","GO:2000050","regulation of non-canonical Wnt signaling pathway","5/782","26/18614",0.004073865051891,0.0365737493764739,0.0291634914623266,"2719/1601/6422/6424/6423",5
"GO:0030100","GO:0030100","regulation of endocytosis","18/782","214/18614",0.00411337349034507,0.0368065665859166,0.0293491372551595,"274/341/808/3685/26585/5898/1902/4043/3958/2719/1601/302/967/348/1191/6424/4035/718",18
"GO:0035909","GO:0035909","aorta morphogenesis","6/782","37/18614",0.00411506728683034,0.0368065665859166,0.0293491372551595,"94/7048/30008/60681/4035/1281",6
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","7/782","49/18614",0.00414770682728024,0.0369613578822885,0.0294725660730177,"1514/1520/3123/3122/972/1509/8722",7
"GO:0071825","GO:0071825","protein-lipid complex subunit organization","7/782","49/18614",0.00414770682728024,0.0369613578822885,0.0294725660730177,"185/274/341/51429/348/5360/5320",7
"GO:0002263","GO:0002263","cell activation involved in immune response","23/782","300/18614",0.00415599079906451,0.0369668480485056,0.029476943869069,"29108/2067/90865/3123/3122/4853/80762/972/351/975/3916/26022/3956/3958/2896/3162/4192/301/9452/10875/6284/4035/5730",23
"GO:0051924","GO:0051924","regulation of calcium ion transport","21/782","266/18614",0.0043064698507895,0.0382347903327002,0.0304879866144873,"79026/9454/274/1193/91404/9446/2534/808/5354/785/287/27075/2149/623/1535/5621/706/3958/5743/7070/6387",21
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","14/782","150/18614",0.00434676453853778,0.0385216026475931,0.0307166874898219,"185/6526/378/2534/7048/2950/5547/55022/8644/1535/1545/1645/706/10516",14
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","10/782","90/18614",0.00445581168959784,0.0394155379000939,0.0314295012851981,"3037/80310/1902/9353/1545/3486/6282/4192/3479/4035",10
"GO:0150076","GO:0150076","neuroinflammatory response","9/782","76/18614",0.00447514946937487,0.0395140944905792,0.0315080891886583,"90865/3460/26471/351/5743/2896/3479/1191/4035",9
"GO:0048846","GO:0048846","axon extension involved in axon guidance","6/782","38/18614",0.00471637005950185,0.0413151314846983,0.0329442155879689,"7869/8828/6586/9353/10512/6387",6
"GO:1902229","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","6/782","38/18614",0.00471637005950185,0.0413151314846983,0.0329442155879689,"972/6615/57007/1191/6387/6423",6
"GO:1902284","GO:1902284","neuron projection extension involved in neuron projection guidance","6/782","38/18614",0.00471637005950185,0.0413151314846983,0.0329442155879689,"7869/8828/6586/9353/10512/6387",6
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","24/782","321/18614",0.00473648579492166,0.0413151314846983,0.0329442155879689,"3037/29108/6595/1803/3123/3122/1991/2534/5329/7048/6484/10673/972/975/8613/10630/3956/961/1604/7070/11117/4192/3479/301",24
"GO:0006620","GO:0006620","post-translational protein targeting to endoplasmic reticulum membrane","4/782","17/18614",0.00474768364292115,0.0413151314846983,0.0329442155879689,"10952/7095/29927/23480",4
"GO:0009404","GO:0009404","toxin metabolic process","4/782","17/18614",0.00474768364292115,0.0413151314846983,0.0329442155879689,"2326/400/1545/5066",4
"GO:0090713","GO:0090713","immunological memory process","4/782","17/18614",0.00474768364292115,0.0413151314846983,0.0329442155879689,"3123/3122/975/10875",4
"GO:1901201","GO:1901201","regulation of extracellular matrix assembly","4/782","17/18614",0.00474768364292115,0.0413151314846983,0.0329442155879689,"3037/84168/28984/11117",4
"GO:0001101","GO:0001101","response to acid chemical","13/782","136/18614",0.00480898399470057,0.0417272354772137,0.0332728226209422,"2534/55004/1956/80310/1535/1307/5156/1290/1291/4313/1281/1278/1277",13
"GO:0060021","GO:0060021","roof of mouth development","10/782","91/18614",0.00482258262344853,0.0417272354772137,0.0332728226209422,"8321/54796/3638/7048/444/9249/7049/6615/116039/5156",10
"GO:0032682","GO:0032682","negative regulation of chemokine production","5/782","27/18614",0.00482966135579449,0.0417272354772137,0.0332728226209422,"1991/2950/114899/9314/347",5
"GO:0032967","GO:0032967","positive regulation of collagen biosynthetic process","5/782","27/18614",0.00482966135579449,0.0417272354772137,0.0332728226209422,"55323/2149/7431/90993/28984",5
"GO:0031647","GO:0031647","regulation of protein stability","24/782","322/18614",0.00492136017237097,0.0424259981318165,0.033830008008252,"29108/79763/57142/3304/3303/287/444/3920/5476/64175/975/1650/8613/5295/3916/1603/5621/2896/1512/10169/5479/3479/1191/2934",24
"GO:0043393","GO:0043393","regulation of protein binding","17/782","201/18614",0.00492813917316267,0.0424259981318165,0.033830008008252,"64388/50937/2801/5986/6934/3397/7049/351/4043/10418/1601/302/348/6590/4035/4015/115908",17
"GO:0045926","GO:0045926","negative regulation of growth","20/782","252/18614",0.00496040504269539,0.0426276518909705,0.0339908044205339,"6595/57142/94/3304/7869/3303/7048/6586/26585/623/9353/2719/1601/10512/5270/2697/6422/55384/221476/6423",20
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","16/782","185/18614",0.00506671325798194,0.0433096181147711,0.0345345965251027,"185/283/94/8828/1535/3162/7423/7060/56005/2260/28984/348/4192/1893/6678/6387",16
"GO:0032640","GO:0032640","tumor necrosis factor production","16/782","185/18614",0.00506671325798194,0.0433096181147711,0.0345345965251027,"29108/90865/114900/2950/351/1535/5295/947/961/706/26137/2621/10457/3479/1191/10417",16
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","16/782","185/18614",0.00506671325798194,0.0433096181147711,0.0345345965251027,"29108/90865/114900/2950/351/1535/5295/947/961/706/26137/2621/10457/3479/1191/10417",16
"GO:2001238","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","7/782","51/18614",0.00520091450203156,0.0443780686978658,0.0353865668587224,"29108/81618/50486/2923/8743/8406/6422",7
"GO:0062014","GO:0062014","negative regulation of small molecule metabolic process","11/782","107/18614",0.00532045821477595,0.0453178958541252,0.0361359743358039,"3638/2326/341/3953/55022/26471/8644/6615/706/114899/348",11
"GO:1903169","GO:1903169","regulation of calcium ion transmembrane transport","16/782","186/18614",0.0053344535219613,0.0453569672475757,0.0361671294202222,"79026/274/1193/91404/9446/2534/808/5354/785/287/27075/2149/623/1535/5621/7070",16
"GO:0030279","GO:0030279","negative regulation of ossification","6/782","39/18614",0.00537985437852381,0.0455022420330935,0.0362829698806444,"83999/4054/26585/4192/1893/6422",6
"GO:0043403","GO:0043403","skeletal muscle tissue regeneration","6/782","39/18614",0.00537985437852381,0.0455022420330935,0.0362829698806444,"7048/5738/975/928/3479/301",6
"GO:0097242","GO:0097242","amyloid-beta clearance","6/782","39/18614",0.00537985437852381,0.0455022420330935,0.0362829698806444,"4311/4043/348/1191/4035/718",6
"GO:0007009","GO:0007009","plasma membrane organization","15/782","170/18614",0.00544289129253196,0.0459547791966665,0.0366438178639999,"5104/79026/274/6711/287/51429/57088/9935/928/81035/302/1191/1289/2934/6281",15
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","19/782","237/18614",0.00546361044321253,0.0460490663404329,0.0367190013592421,"185/6526/285590/6649/378/2534/7048/2950/5547/55022/8644/1535/2537/1545/25824/1645/706/10516/10549",19
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","18/782","220/18614",0.00547603984335778,0.0460638626039373,0.0367307997313462,"9536/80270/29940/5740/55501/1593/3638/341/5354/2950/1066/8644/972/2879/5743/301/1382/5730",18
"GO:0009411","GO:0009411","response to UV","14/782","154/18614",0.00548447565539514,0.0460638626039373,0.0367307997313462,"3150/4311/2067/51435/1991/1956/358/90313/51150/5295/5743/7076/4239/4313",14
"GO:0050728","GO:0050728","negative regulation of inflammatory response","16/782","187/18614",0.00561357431985943,0.0470150463907655,0.0374892628563795,"5740/3123/1991/2534/2950/4907/80762/284207/2896/114899/348/4192/3479/9314/7130/5176",16
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","10/782","93/18614",0.00562698232057077,0.0470150463907655,0.0374892628563795,"144165/10134/154214/11337/25897/90865/3304/3303/1601/1191",10
"GO:0050886","GO:0050886","endocrine process","10/782","93/18614",0.00562698232057077,0.0470150463907655,0.0374892628563795,"140606/185/358/2149/1535/10699/706/1601/114899/2697",10
"GO:0034599","GO:0034599","cellular response to oxidative stress","22/782","290/18614",0.00564066478608969,0.0470478286050837,0.0375154030209425,"8321/2882/6649/3304/2534/3303/1956/80310/358/8644/5831/1545/25824/4257/3162/493869/5034/10516/5156/10550/301/4313",22
"GO:0003401","GO:0003401","axis elongation","5/782","28/18614",0.00567981087277357,0.0470487426419955,0.0375161318635722,"144165/10252/5754/6422/6423",5
"GO:0010714","GO:0010714","positive regulation of collagen metabolic process","5/782","28/18614",0.00567981087277357,0.0470487426419955,0.0375161318635722,"55323/2149/7431/90993/28984",5
"GO:0030325","GO:0030325","adrenal gland development","5/782","28/18614",0.00567981087277357,0.0470487426419955,0.0375161318635722,"5087/1545/706/5156/4192",5
"GO:1900746","GO:1900746","regulation of vascular endothelial growth factor signaling pathway","5/782","28/18614",0.00567981087277357,0.0470487426419955,0.0375161318635722,"64094/147372/967/7148/1634",5
"GO:0090066","GO:0090066","regulation of anatomical structure size","33/782","492/18614",0.00570482010122465,0.0471748502710189,0.0376166886515707,"29108/11344/185/148170/274/5916/57142/6840/6649/11078/51474/7869/6711/133/51429/358/59342/130271/2149/9353/822/5743/9168/10512/120/348/2335/1382/2006/6387/2934/1311/4313",33
"GO:0019216","GO:0019216","regulation of lipid metabolic process","25/782","344/18614",0.00571802835398362,0.0472031073536901,0.0376392205276643,"29103/3248/3638/2326/341/133/1066/8611/8644/972/6615/975/51280/706/26137/5743/1601/348/5156/5919/10577/301/5660/718/347",25
"GO:0006636","GO:0006636","unsaturated fatty acid biosynthetic process","7/782","52/18614",0.00579716044387232,0.0476930213309018,0.0380298723567841,"9536/5740/8644/972/5743/301/5730",7
"GO:0072599","GO:0072599","establishment of protein localization to endoplasmic reticulum","7/782","52/18614",0.00579716044387232,0.0476930213309018,0.0380298723567841,"10952/6747/7095/29927/23480/23471/4121",7
"GO:0006957","GO:0006957","complement activation, alternative pathway","4/782","18/18614",0.00590389910845543,0.0483237650286309,0.0385328202020896,"730/3075/718/1675",4
"GO:0097067","GO:0097067","cellular response to thyroid hormone stimulus","4/782","18/18614",0.00590389910845543,0.0483237650286309,0.0385328202020896,"1514/1520/1508/1512",4
"GO:1903729","GO:1903729","regulation of plasma membrane organization","4/782","18/18614",0.00590389910845543,0.0483237650286309,0.0385328202020896,"79026/302/2934/6281",4
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","12/782","124/18614",0.00599645105488976,0.0489981195519043,0.039070542823296,"10134/29108/51065/1611/23787/27018/2149/1509/8743/1512/10550/2934",12
"GO:0042092","GO:0042092","type 2 immune response","6/782","40/18614",0.00610911562209376,0.0494756037321882,0.0394512832738242,"90865/80762/972/975/1893/301",6
"GO:0030038","GO:0030038","contractile actin filament bundle assembly","11/782","109/18614",0.00611222450318693,0.0494756037321882,0.0394512832738242,"116985/84952/22998/1902/3693/5295/961/28984/6422/2006/6281",11
"GO:0043149","GO:0043149","stress fiber assembly","11/782","109/18614",0.00611222450318693,0.0494756037321882,0.0394512832738242,"116985/84952/22998/1902/3693/5295/961/28984/6422/2006/6281",11
"GO:1902106","GO:1902106","negative regulation of leukocyte differentiation","11/782","109/18614",0.00611222450318693,0.0494756037321882,0.0394512832738242,"10234/972/9935/5295/28959/4192/301/2200/6422/7130/10875",11
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process","11/782","109/18614",0.00611222450318693,0.0494756037321882,0.0394512832738242,"6934/26471/8644/10266/3162/2621/57124/28984/4192/6424/2934",11
"GO:1904019","GO:1904019","epithelial cell apoptotic process","13/782","140/18614",0.00612789925379417,0.0494756037321882,0.0394512832738242,"6934/7048/26471/8644/10266/746/3162/2621/57124/28984/4192/6424/2934",13
"GO:0007584","GO:0007584","response to nutrient","14/782","156/18614",0.00613698631650043,0.0494756037321882,0.0394512832738242,"2067/590/7048/8644/1603/1545/706/5743/3162/2621/6422/10631/1277/6423",14
"GO:0097530","GO:0097530","granulocyte migration","14/782","156/18614",0.00613698631650043,0.0494756037321882,0.0394512832738242,"3554/1803/7499/972/9353/3958/7060/5479/5919/4192/301/4267/7130/2919",14
