"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CCL4L2",0,3.1559842278958,0.349,0.005,0,"4","CCL4L2"
"TYROBP",0,2.95219129782178,0.884,0.023,0,"4","TYROBP"
"BCL2A1",0,2.91360759407234,0.654,0.009,0,"4","BCL2A1"
"HLA-DQA21",0,2.8434132046232,0.593,0.145,0,"4","HLA-DQA2"
"FCER1G",0,2.78056072180813,0.85,0.029,0,"4","FCER1G"
"AIF1",0,2.69877404566284,0.853,0.008,0,"4","AIF1"
"C1QA",0,2.63416182455852,0.391,0.005,0,"4","C1QA"
"FCER1A",0,2.53623099999646,0.565,0.012,0,"4","FCER1A"
"CPVL",0,2.52950071758552,0.799,0.131,0,"4","CPVL"
"EREG",0,2.48391413942175,0.335,0.01,0,"4","EREG"
"CD83",0,2.4700673169989,0.871,0.295,0,"4","CD83"
"RGS1",0,2.43391643018845,0.644,0.015,0,"4","RGS1"
"SAT11",0,2.28715727195484,0.996,0.889,0,"4","SAT1"
"PLEK",0,2.26350497943718,0.78,0.004,0,"4","PLEK"
"PLAUR",0,2.18203829428854,0.876,0.424,0,"4","PLAUR"
"GLIPR1",0,2.14517948142927,0.81,0.087,0,"4","GLIPR1"
"CTSZ",0,2.13326512351943,0.934,0.463,0,"4","CTSZ"
"FTH1",0,2.0963252167624,1,0.99,0,"4","FTH1"
"HLA-DMA1",0,2.0779055592876,0.9,0.235,0,"4","HLA-DMA"
"LAPTM5",0,2.07189255258813,0.869,0.058,0,"4","LAPTM5"
"MMP9",0,2.01457048170014,0.482,0.006,0,"4","MMP9"
"CCR7",0,2.00897327214637,0.441,0.006,0,"4","CCR7"
"EMP31",0,2.00580706538155,0.96,0.479,0,"4","EMP3"
"CLEC10A",0,1.99088369794058,0.558,0.003,0,"4","CLEC10A"
"C1QB",0,1.97973954176953,0.327,0.003,0,"4","C1QB"
"PPIF1",0,1.96004678384807,0.73,0.25,0,"4","PPIF"
"DUSP21",0,1.91993804548391,0.694,0.176,0,"4","DUSP2"
"HLA-DRB5",0,1.91815441131695,0.423,0.057,0,"4","HLA-DRB5"
"CTSS",0,1.91080522219065,0.845,0.187,0,"4","CTSS"
"CYBA1",0,1.90080714649288,0.96,0.481,0,"4","CYBA"
"ARL4C",0,1.85964727128711,0.753,0.306,0,"4","ARL4C"
"MIR155HG",0,1.85639995090944,0.482,0.056,0,"4","MIR155HG"
"LST1",0,1.8374287339922,0.745,0.005,0,"4","LST1"
"STK4",0,1.80608693830799,0.718,0.123,0,"4","STK4"
"SERPINB9",0,1.78567127938078,0.656,0.153,0,"4","SERPINB9"
"MS4A6A",0,1.7804917625383,0.6,0.003,0,"4","MS4A6A"
"LCP1",0,1.76617243201679,0.773,0.013,0,"4","LCP1"
"INSIG11",0,1.74948459977784,0.822,0.434,0,"4","INSIG1"
"C1QC",0,1.70128277526985,0.312,0.002,0,"4","C1QC"
"NINJ1",0,1.69903995806532,0.749,0.286,0,"4","NINJ1"
"COTL11",0,1.69195986909219,0.8,0.312,0,"4","COTL1"
"FTL1",0,1.66825855406216,1,0.996,0,"4","FTL"
"GPAT3",0,1.66783385326985,0.58,0.054,0,"4","GPAT3"
"BASP11",0,1.66518604206594,0.745,0.309,0,"4","BASP1"
"TNFAIP81",0,1.63806387392445,0.691,0.239,0,"4","TNFAIP8"
"IL1RN1",0,1.63726216966621,0.426,0.063,0,"4","IL1RN"
"CXCR4",0,1.61885874857971,0.531,0.066,0,"4","CXCR4"
"FCGR2A",0,1.61591752224382,0.603,0.013,0,"4","FCGR2A"
"ITGB2",0,1.60135612845383,0.711,0.006,0,"4","ITGB2"
"CD1C",0,1.59840264033734,0.443,0.001,0,"4","CD1C"
"CYTIP",0,1.59003954406633,0.587,0.006,0,"4","CYTIP"
"LGALS2",0,1.58707827220214,0.469,0.002,0,"4","LGALS2"
"REL",0,1.58162273310739,0.953,0.691,0,"4","REL"
"KYNU",0,1.57279586425946,0.551,0.015,0,"4","KYNU"
"HCST",0,1.57051224191999,0.681,0.019,0,"4","HCST"
"IL1R2",0,1.56280598913544,0.509,0.039,0,"4","IL1R2"
"SPI1",0,1.5369444194199,0.718,0.005,0,"4","SPI1"
"ATP1B11",0,1.52254105931155,0.744,0.171,0,"4","ATP1B1"
"FOLR2",0,1.49916406151756,0.287,0.002,0,"4","FOLR2"
"CD52",0,1.49532084507783,0.498,0.021,0,"4","CD52"
"CCL22",0,1.48672605088152,0.257,0.001,0,"4","CCL22"
"CFLAR1",0,1.4704672955029,0.842,0.379,0,"4","CFLAR"
"CST7",0,1.46792075828538,0.4,0.01,0,"4","CST7"
"TNFRSF1B",0,1.46101303491114,0.603,0.111,0,"4","TNFRSF1B"
"CD68",0,1.45780324181404,0.641,0.114,0,"4","CD68"
"SDS",0,1.44328932573875,0.328,0.002,0,"4","SDS"
"CD53",0,1.43608034806121,0.691,0.009,0,"4","CD53"
"PHACTR1",0,1.39783890857649,0.599,0.06,0,"4","PHACTR1"
"TRAF1",0,1.38478435228017,0.556,0.025,0,"4","TRAF1"
"RNASET21",0,1.37485139712023,0.727,0.178,0,"4","RNASET2"
"BID",0,1.34876954660861,0.645,0.181,0,"4","BID"
"OGFRL1",0,1.34427248789665,0.648,0.189,0,"4","OGFRL1"
"C5AR1",0,1.33135054045791,0.396,0.018,0,"4","C5AR1"
"HLA-DMB",0,1.32999519740151,0.715,0.078,0,"4","HLA-DMB"
"CD86",0,1.30609935136225,0.596,0.001,0,"4","CD86"
"FCGR2B",0,1.29683142405598,0.525,0.002,0,"4","FCGR2B"
"CXCL16",0,1.29259938714034,0.626,0.087,0,"4","CXCL16"
"SAMSN1",0,1.28819562671801,0.446,0.018,0,"4","SAMSN1"
"PTPRC",0,1.28309762619216,0.671,0.011,0,"4","PTPRC"
"MS4A7",0,1.28040438972537,0.446,0.001,0,"4","MS4A7"
"S100B",0,1.27519171019305,0.25,0.012,0,"4","S100B"
"EZR1",0,1.27382784649178,0.797,0.367,0,"4","EZR"
"PDE4B",0,1.26069330464732,0.609,0.114,0,"4","PDE4B"
"TNF",0,1.23979830613907,0.306,0.025,0,"4","TNF"
"CMTM6",0,1.23435504056402,0.776,0.327,0,"4","CMTM6"
"SLC7A11",0,1.22170343548625,0.342,0.017,0,"4","SLC7A11"
"TMSB4X1",0,1.21901236174724,1,0.994,0,"4","TMSB4X"
"IRF8",0,1.18934207047115,0.472,0.063,0,"4","IRF8"
"RGS101",0,1.18348474767777,0.688,0.186,0,"4","RGS10"
"GNA151",0,1.18013153827117,0.617,0.081,0,"4","GNA15"
"CSF2RA",0,1.1672894411522,0.555,0.002,0,"4","CSF2RA"
"F13A1",0,1.16102258494117,0.359,0.028,0,"4","F13A1"
"STX111",0,1.15476954108482,0.682,0.21,0,"4","STX11"
"CD37",0,1.14107651768808,0.62,0.025,0,"4","CD37"
"RHOF",0,1.11761905010069,0.538,0.029,0,"4","RHOF"
"FNBP1",0,1.10410421319734,0.673,0.213,0,"4","FNBP1"
"DAPP11",0,1.0563155905012,0.459,0.082,0,"4","DAPP1"
"MRC1",0,1.0469140963998,0.391,0.014,0,"4","MRC1"
"CORO1A",0,1.04335348503723,0.505,0.012,0,"4","CORO1A"
"CLEC7A",0,1.04265141697619,0.562,0.008,0,"4","CLEC7A"
"DSE1",0,1.03508285274567,0.632,0.215,0,"4","DSE"
"VAMP81",0,1.03022972351712,0.656,0.175,0,"4","VAMP8"
"CD1E",0,1.03020501689946,0.327,0.001,0,"4","CD1E"
"ETV3",0,1.03009369808874,0.603,0.146,0,"4","ETV3"
"ATP6V0B",0,1.02717630520954,0.921,0.627,0,"4","ATP6V0B"
"GRB2",0,1.01181819976264,0.73,0.288,0,"4","GRB2"
"IGSF6",0,1.0056995046911,0.413,0.004,0,"4","IGSF6"
"JAML",0,1.00453791706594,0.499,0.003,0,"4","JAML"
"LPXN",0,0.99009796562205,0.468,0.031,0,"4","LPXN"
"GNA13",0,0.98736820680971,0.646,0.229,0,"4","GNA13"
"GK",0,0.985273892365845,0.388,0.032,0,"4","GK"
"CCDC88A",0,0.983582033600951,0.669,0.21,0,"4","CCDC88A"
"C1orf162",0,0.974554704493589,0.462,0.009,0,"4","C1orf162"
"ALOX5AP",0,0.974435717825243,0.445,0.019,0,"4","ALOX5AP"
"DOK2",0,0.949391192177443,0.44,0.006,0,"4","DOK2"
"GPSM3",0,0.949075359751264,0.551,0.054,0,"4","GPSM3"
"CD48",0,0.93721898523154,0.418,0.007,0,"4","CD48"
"MNDA",0,0.932899248866691,0.406,0.004,0,"4","MNDA"
"MCOLN2",0,0.931589771473033,0.445,0.004,0,"4","MCOLN2"
"RUNX3",0,0.927513623620809,0.436,0.032,0,"4","RUNX3"
"IL10RA",0,0.926198711081052,0.489,0.009,0,"4","IL10RA"
"CSF1R",0,0.920850357324106,0.429,0.004,0,"4","CSF1R"
"IL7R",0,0.919054605071873,0.26,0.01,0,"4","IL7R"
"EDEM1",0,0.916981922944709,0.569,0.108,0,"4","EDEM1"
"RASGEF1B",0,0.91274654651457,0.495,0.12,0,"4","RASGEF1B"
"BCAT1",0,0.901923335508235,0.449,0.027,0,"4","BCAT1"
"FAM49A",0,0.881498769550863,0.505,0.076,0,"4","FAM49A"
"OAZ1",0,0.877796109665143,0.996,0.981,0,"4","OAZ1"
"RHOG",0,0.874177572318281,0.675,0.233,0,"4","RHOG"
"CD163",0,0.872090719045695,0.28,0.001,0,"4","CD163"
"TSPAN33",0,0.865627814135787,0.481,0.008,0,"4","TSPAN33"
"PDE4A",0,0.853645455960613,0.527,0.093,0,"4","PDE4A"
"ALCAM",0,0.851493247375578,0.504,0.081,0,"4","ALCAM"
"LCP2",0,0.846735918103917,0.39,0.023,0,"4","LCP2"
"ITGAX",0,0.842366407981848,0.422,0.004,0,"4","ITGAX"
"RBM471",0,0.83992589663518,0.45,0.06,0,"4","RBM47"
"FERMT3",0,0.838310035514258,0.479,0.035,0,"4","FERMT3"
"VMO1",0,0.831110903492707,0.314,0.026,0,"4","VMO1"
"IFI30",0,0.825279908718243,0.404,0.053,0,"4","IFI30"
"FMNL1",0,0.819530693465452,0.515,0.039,0,"4","FMNL1"
"RNASE6",0,0.807490239704849,0.422,0.001,0,"4","RNASE6"
"FAM49B",0,0.804460330135279,0.587,0.154,0,"4","FAM49B"
"IL4I1",0,0.801043677284074,0.327,0.013,0,"4","IL4I1"
"VSIG4",0,0.797654448447638,0.337,0,0,"4","VSIG4"
"MBP1",0,0.791998299956253,0.529,0.142,0,"4","MBP"
"SMAP2",0,0.784971909697493,0.492,0.095,0,"4","SMAP2"
"GPR157",0,0.780793062065385,0.309,0.036,0,"4","GPR157"
"LY86",0,0.766934082194374,0.414,0.001,0,"4","LY86"
"CFP",0,0.766537782740937,0.385,0.009,0,"4","CFP"
"CIITA",0,0.766471940576596,0.418,0.026,0,"4","CIITA"
"CD58",0,0.765025496740585,0.466,0.109,0,"4","CD58"
"ADAM8",0,0.761976125595229,0.41,0.009,0,"4","ADAM8"
"CD4",0,0.749484316927928,0.457,0.036,0,"4","CD4"
"EVI2B",0,0.743750775868472,0.429,0.006,0,"4","EVI2B"
"CYBB",0,0.735890957905911,0.309,0.001,0,"4","CYBB"
"HCLS1",0,0.73165827320101,0.478,0.043,0,"4","HCLS1"
"SERPINA1",0,0.727819455760736,0.344,0.001,0,"4","SERPINA1"
"AC020656.1",0,0.727126685794409,0.299,0.002,0,"4","AC020656.1"
"GPR137B",0,0.719127351803834,0.408,0.076,0,"4","GPR137B"
"ARRB2",0,0.716268983672555,0.456,0.035,0,"4","ARRB2"
"FPR3",0,0.71125747311562,0.361,0.001,0,"4","FPR3"
"NLRP3",0,0.708854367232092,0.302,0.003,0,"4","NLRP3"
"TNFSF13B",0,0.705845206804789,0.399,0.082,0,"4","TNFSF13B"
"PKIB",0,0.70483984163797,0.301,0.026,0,"4","PKIB"
"HAVCR2",0,0.693405375205765,0.374,0.006,0,"4","HAVCR2"
"TET2",0,0.689130158272615,0.438,0.098,0,"4","TET2"
"UCP2",0,0.676635299692572,0.351,0.015,0,"4","UCP2"
"ST8SIA4",0,0.670645170034124,0.426,0.089,0,"4","ST8SIA4"
"ADA2",0,0.659020130639627,0.391,0.007,0,"4","ADA2"
"NCF2",0,0.651432141479681,0.369,0.012,0,"4","NCF2"
"MYO9B",0,0.637393693966953,0.46,0.113,0,"4","MYO9B"
"MSR1",0,0.630278885080273,0.25,0.004,0,"4","MSR1"
"EMILIN2",0,0.629848927505308,0.478,0.12,0,"4","EMILIN2"
"IQGAP2",0,0.623602789458142,0.362,0.032,0,"4","IQGAP2"
"OPN3",0,0.622558965787384,0.346,0.038,0,"4","OPN3"
"SLC25A19",0,0.61826671990101,0.338,0.052,0,"4","SLC25A19"
"LILRB2",0,0.617799418000716,0.33,0,0,"4","LILRB2"
"TMEM120B",0,0.614254038640713,0.358,0.034,0,"4","TMEM120B"
"TLR2",0,0.613926890808637,0.305,0.003,0,"4","TLR2"
"TAGAP",0,0.612871507625765,0.266,0.013,0,"4","TAGAP"
"RP2",0,0.611177706777652,0.458,0.114,0,"4","RP2"
"LYN",0,0.606917036883597,0.454,0.098,0,"4","LYN"
"SLC43A2",0,0.591328299734814,0.38,0.069,0,"4","SLC43A2"
"PIK3R5",0,0.586858947543025,0.326,0.001,0,"4","PIK3R5"
"MPEG1",0,0.583189332811875,0.253,0.001,0,"4","MPEG1"
"KMO",0,0.56078771353927,0.262,0.001,0,"4","KMO"
"RASSF4",0,0.558773264770237,0.36,0.062,0,"4","RASSF4"
"CYP2S1",0,0.550480173385424,0.312,0.005,0,"4","CYP2S1"
"MYO1G",0,0.541379860892256,0.304,0.005,0,"4","MYO1G"
"KCNN4",0,0.540406858975836,0.28,0.017,0,"4","KCNN4"
"FYB1",0,0.537340276303239,0.275,0.011,0,"4","FYB1"
"SNX10",0,0.528165873651697,0.283,0.032,0,"4","SNX10"
"ARID3A",0,0.526448404639212,0.327,0.059,0,"4","ARID3A"
"NCKAP1L",0,0.519040315006901,0.303,0.004,0,"4","NCKAP1L"
"PILRA",0,0.516329399864442,0.284,0.007,0,"4","PILRA"
"CD84",0,0.506940860160982,0.25,0.004,0,"4","CD84"
"CLEC4A",0,0.504013015531247,0.302,0.007,0,"4","CLEC4A"
"SLC15A3",0,0.4982525989678,0.296,0.035,0,"4","SLC15A3"
"PAK1",0,0.495287867807879,0.364,0.064,0,"4","PAK1"
"CCRL2",0,0.490475609572311,0.272,0.039,0,"4","CCRL2"
"WAS",0,0.486494185971645,0.306,0.004,0,"4","WAS"
"NCF4",0,0.481161928028875,0.286,0.017,0,"4","NCF4"
"HCK",0,0.476517099173808,0.299,0.001,0,"4","HCK"
"RIN3",0,0.475859414936005,0.319,0.045,0,"4","RIN3"
"AC008105.3",0,0.461839838828087,0.283,0.014,0,"4","AC008105.3"
"AC004687.1",0,0.461184466428799,0.252,0.002,0,"4","AC004687.1"
"THEMIS2",0,0.461004752965077,0.274,0.009,0,"4","THEMIS2"
"ACSL5",0,0.454282000735403,0.305,0.05,0,"4","ACSL5"
"IL2RG",0,0.448774877681705,0.28,0.012,0,"4","IL2RG"
"TTYH2",0,0.447089452084879,0.275,0.025,0,"4","TTYH2"
"EVI2A",0,0.445709502007421,0.285,0.012,0,"4","EVI2A"
"FGR",0,0.440095535842738,0.293,0.027,0,"4","FGR"
"IKZF1",0,0.439860050820745,0.262,0.006,0,"4","IKZF1"
"ARHGAP45",0,0.423830198654767,0.274,0.018,0,"4","ARHGAP45"
"CALHM6",0,0.417256236811129,0.272,0.015,0,"4","CALHM6"
"LAT2",0,0.404719845007991,0.257,0.009,0,"4","LAT2"
"ST3GAL6",3.56013660751907e-302,0.429836531829122,0.271,0.044,8.09005442692634e-298,"4","ST3GAL6"
"ARPC3",6.8787192777541e-302,1.11359535506408,0.945,0.778,1.56312016867684e-297,"4","ARPC3"
"PPT1",1.84832143240973e-299,0.813375457491693,0.585,0.204,4.20012562300787e-295,"4","PPT1"
"CARD16",1.55125656685991e-298,0.798274008641553,0.451,0.12,3.52507542253245e-294,"4","CARD16"
"PDE4DIP1",1.475147016286e-296,0.941674798160505,0.544,0.176,3.35212407980831e-292,"4","PDE4DIP"
"NFKB1",2.13930599117658e-296,1.34315686430904,0.792,0.444,4.86135893434967e-292,"4","NFKB1"
"CHML",6.39727076169251e-296,0.614252070395077,0.366,0.081,1.45371580788701e-291,"4","CHML"
"CASP1",5.59164962693814e-295,0.622432056168141,0.373,0.085,1.27064646122542e-290,"4","CASP1"
"NR4A31",2.89194721575117e-289,0.973398793880162,0.583,0.197,6.57166085307296e-285,"4","NR4A3"
"ATP2B1-AS1",3.66216294028669e-287,0.864216502854393,0.427,0.112,8.32189906550748e-283,"4","ATP2B1-AS1"
"RAB8B",1.34113880031957e-283,0.840087361681573,0.628,0.241,3.0476038098462e-279,"4","RAB8B"
"LIMD2",9.0059536848238e-282,0.465116594898395,0.316,0.063,2.04651291533936e-277,"4","LIMD2"
"ATP6V1H",1.65038920750914e-274,0.726635452583705,0.481,0.146,3.75034443514377e-270,"4","ATP6V1H"
"MXD11",2.2436343841777e-274,1.02603439519793,0.572,0.212,5.09843477460541e-270,"4","MXD1"
"ATP2B1",2.53299967247123e-273,1.24540073101864,0.732,0.365,5.75598845572363e-269,"4","ATP2B1"
"RAB11FIP1",3.99204113943664e-272,0.7329414768923,0.415,0.109,9.07151428525583e-268,"4","RAB11FIP1"
"CST31",1.17267968769967e-270,1.68405514560122,0.993,0.905,2.66479732232873e-266,"4","CST3"
"VASP1",3.87892426208457e-269,0.781472720300817,0.637,0.254,8.81446749316098e-265,"4","VASP"
"PTPRE1",2.13880368850195e-267,0.772579042124593,0.556,0.183,4.86021750175183e-263,"4","PTPRE"
"SIPA1L1",3.40709857289421e-265,0.52096849233836,0.337,0.075,7.7422907970448e-261,"4","SIPA1L1"
"SH2B31",1.34148957561974e-263,0.606654777773034,0.492,0.146,3.0484009116383e-259,"4","SH2B3"
"CREM1",1.66522932359302e-263,1.40285448271086,0.694,0.328,3.78406711493278e-259,"4","CREM"
"EFHD21",6.34423387972549e-263,0.831470540499679,0.698,0.305,1.44166370682882e-258,"4","EFHD2"
"ARL8B1",2.60282649554464e-262,0.940194534303538,0.632,0.276,5.91466292847563e-258,"4","ARL8B"
"OTUD1",7.19541915745445e-260,0.949725191912968,0.541,0.193,1.63508704933995e-255,"4","OTUD1"
"MALT1",3.5710808885073e-259,0.848421383688645,0.463,0.144,8.11492421104398e-255,"4","MALT1"
"NRIP3",1.61566519191038e-254,0.484197331358361,0.299,0.062,3.67143758209715e-250,"4","NRIP3"
"LGALS9",1.97472364698425e-254,0.510832772202178,0.398,0.103,4.48736201540702e-250,"4","LGALS9"
"RNF144B1",2.42336860114715e-253,0.622803856041572,0.376,0.093,5.50686280924679e-249,"4","RNF144B"
"DENND1B",2.81581281581069e-253,0.361101155623135,0.269,0.05,6.39865304264821e-249,"4","DENND1B"
"AC016831.1",4.70573046931033e-252,0.635725500045443,0.344,0.082,1.06933019184608e-247,"4","AC016831.1"
"LITAF1",6.95991652616382e-248,1.2645421860703,0.708,0.361,1.58157143140547e-243,"4","LITAF"
"RAPGEF1",4.82239848881193e-246,0.555504108847343,0.453,0.134,1.09584183259762e-241,"4","RAPGEF1"
"GLA1",1.28828075902824e-244,1.30361736647626,0.687,0.333,2.92748919681578e-240,"4","GLA"
"MAP2K1",5.58579623764935e-244,0.726222720795793,0.546,0.201,1.26931633704344e-239,"4","MAP2K1"
"CD443",1.26714918098788e-242,1.29612739819665,0.918,0.617,2.87946979887686e-238,"4","CD44"
"NFKBID",3.67428088318313e-240,0.685368189649366,0.521,0.179,8.34943587894534e-236,"4","NFKBID"
"MAP2K31",1.11790352510138e-237,0.997826871534868,0.832,0.504,2.54032397044037e-233,"4","MAP2K3"
"ARPC21",7.74663021792052e-237,0.847140918040559,0.956,0.816,1.76034425072026e-232,"4","ARPC2"
"CSGALNACT2",4.84322836407123e-231,0.680061828715217,0.485,0.165,1.10057521345155e-226,"4","CSGALNACT2"
"GM2A",9.3115638849163e-230,0.502579628621262,0.33,0.081,2.11595977720838e-225,"4","GM2A"
"MFSD12",1.5805088752668e-228,0.57795723560154,0.401,0.115,3.59154836815627e-224,"4","MFSD12"
"ATP13A3",6.2021568086103e-228,1.05524192526964,0.637,0.298,1.4093781131886e-223,"4","ATP13A3"
"SLC6A6",2.62202008196789e-224,0.565280261192395,0.42,0.124,5.95827843426383e-220,"4","SLC6A6"
"NAMPT1",3.79347142011186e-224,1.22740572398993,0.923,0.765,8.62028445506218e-220,"4","NAMPT"
"FNIP21",1.3590294186138e-218,1.12043704788605,0.588,0.256,3.088258450858e-214,"4","FNIP2"
"SLC31A2",1.5163716988735e-217,0.467141102974417,0.373,0.103,3.44580304852014e-213,"4","SLC31A2"
"PID11",5.30152338479246e-216,0.67439106471416,0.364,0.101,1.20471817396024e-211,"4","PID1"
"PTPN1",6.85547234256373e-215,0.867229423983478,0.538,0.214,1.55783753512418e-210,"4","PTPN1"
"ANXA51",1.85757795765944e-214,1.07242598140142,0.967,0.827,4.2211601509853e-210,"4","ANXA5"
"ATP6V1B2",1.50590814977018e-211,0.801651770335598,0.567,0.237,3.42202567953776e-207,"4","ATP6V1B2"
"GMFG1",6.47969655230883e-211,0.6079300364018,0.571,0.213,1.47244624454666e-206,"4","GMFG"
"TGFB1",3.29133280329964e-209,0.731062773476643,0.657,0.3,7.4792246622181e-205,"4","TGFB1"
"PREX1",1.70233662788969e-206,0.353606377448963,0.301,0.071,3.86838975321652e-202,"4","PREX1"
"STK17B1",4.23060924343071e-205,0.588350958723947,0.519,0.192,9.61363644477194e-201,"4","STK17B"
"RILPL21",4.68228614498742e-205,1.05991534286568,0.593,0.272,1.06400270358694e-200,"4","RILPL2"
"PTGER4",7.14912200756723e-204,0.735354191195317,0.495,0.183,1.62456648499958e-199,"4","PTGER4"
"CLIC11",2.09521680213442e-201,0.708973347637087,0.986,0.929,4.76117066117026e-197,"4","CLIC1"
"RGS2",1.83706704547791e-200,1.49273327635226,0.652,0.319,4.17455115414401e-196,"4","RGS2"
"AP1S21",9.30864323840577e-197,0.657747908988558,0.609,0.266,2.11529608949533e-192,"4","AP1S2"
"MOB3A",1.0629895420342e-195,0.340545576274902,0.259,0.057,2.41553743531852e-191,"4","MOB3A"
"TXNRD11",7.80489659530072e-193,1.07271993729632,0.602,0.279,1.77358470231614e-188,"4","TXNRD1"
"SIRPA",9.06586085082611e-193,0.489013347856523,0.39,0.121,2.06012621974172e-188,"4","SIRPA"
"MPP1",2.66837598938949e-191,0.544161538048251,0.342,0.098,6.06361759828868e-187,"4","MPP1"
"BIRC31",1.5147223656248e-186,1.12072223573046,0.613,0.271,3.4420551036458e-182,"4","BIRC3"
"RALA",2.4538329114119e-186,1.30125976097939,0.685,0.412,5.57608990789239e-182,"4","RALA"
"RASSF5",3.75836391089095e-186,0.466758192976438,0.365,0.108,8.54050615110859e-182,"4","RASSF5"
"ACOT9",1.29533075610786e-185,0.570032009007398,0.456,0.166,2.9435096101795e-181,"4","ACOT9"
"OTULINL",2.34271287325091e-185,0.375504586916436,0.282,0.069,5.32358073317537e-181,"4","OTULINL"
"SERPINB11",4.83543801506307e-185,1.48476233763813,0.641,0.344,1.09880493454293e-180,"4","SERPINB1"
"ARHGDIB1",3.27938211582818e-184,0.699918907299871,0.599,0.261,7.45206792000795e-180,"4","ARHGDIB"
"GNA12",1.94611670379276e-183,0.53430683306844,0.398,0.132,4.42235559769866e-179,"4","GNA12"
"RASSF2",2.7065246111575e-183,0.391521557099351,0.333,0.093,6.15030652639431e-179,"4","RASSF2"
"MTSS11",7.71070067559947e-183,0.612139868329368,0.371,0.116,1.75217962152322e-178,"4","MTSS1"
"LSP11",7.95337088754459e-183,0.766584724522622,0.545,0.223,1.80732400048563e-178,"4","LSP1"
"OXSR1",5.30813172675337e-182,0.588011792349766,0.416,0.144,1.20621985358744e-177,"4","OXSR1"
"NQO2",6.15977636311505e-181,0.661698897766259,0.489,0.194,1.39974758075426e-176,"4","NQO2"
"ATP5F1E",1.14061083008688e-180,0.613424827199494,0.986,0.975,2.59192405028942e-176,"4","ATP5F1E"
"CXCL32",1.54394748983033e-180,2.53383100591946,0.601,0.306,3.50846627589045e-176,"4","CXCL3"
"SMS",6.04816363707863e-176,0.646600869076004,0.461,0.176,1.37438470488975e-171,"4","SMS"
"SYAP1",1.91419275050802e-175,0.753587507078584,0.547,0.247,4.34981160625443e-171,"4","SYAP1"
"PAPSS2",4.02730197170063e-175,0.460605957220768,0.312,0.087,9.1516410004925e-171,"4","PAPSS2"
"MANBA",4.4268391028023e-174,0.315951242630992,0.263,0.064,1.00595491772079e-169,"4","MANBA"
"B3GNT51",1.58630014591359e-173,0.603312473223264,0.414,0.145,3.60470845157404e-169,"4","B3GNT5"
"ZFYVE16",3.56339193138424e-172,0.699844946224037,0.468,0.186,8.09745182487754e-168,"4","ZFYVE16"
"NFKBIE",8.32343653648302e-171,0.536346991108068,0.447,0.164,1.8914177185504e-166,"4","NFKBIE"
"ATP1B32",1.3410051244947e-170,1.06658790060363,0.9,0.689,3.04730004490175e-166,"4","ATP1B3"
"NABP11",3.13582323748488e-168,0.635494030460504,0.541,0.233,7.12584472486063e-164,"4","NABP1"
"PFN1",8.64874931373854e-168,0.764094869737209,0.972,0.93,1.96534179405395e-163,"4","PFN1"
"FGL21",2.39796606296183e-167,0.932478181545262,0.655,0.303,5.44913808147447e-163,"4","FGL2"
"CDC42SE1",1.24422869394788e-166,0.551255175185273,0.525,0.221,2.82738528412717e-162,"4","CDC42SE1"
"SNX8",3.78612461866112e-166,0.340141612153094,0.3,0.083,8.60358958344554e-162,"4","SNX8"
"SGTB",1.76745479039206e-163,0.408052522308075,0.275,0.073,4.01636426568691e-159,"4","SGTB"
"ZEB22",3.68984936894541e-163,0.908889574255125,0.665,0.358,8.38481370599155e-159,"4","ZEB2"
"JARID2",1.36782277932736e-162,0.66933761469369,0.453,0.179,3.10824048374349e-158,"4","JARID2"
"RIT11",1.32124925733633e-161,0.673023110246404,0.556,0.256,3.00240681237107e-157,"4","RIT1"
"ARPC51",2.35913166789218e-161,0.738196277866569,0.82,0.581,5.36089080211818e-157,"4","ARPC5"
"CD141",1.99913353926061e-160,1.2414679342934,0.391,0.142,4.54283105461581e-156,"4","CD14"
"ISG201",6.05751052289635e-160,0.890039772109374,0.43,0.166,1.37650869122297e-155,"4","ISG20"
"SLC16A3",9.01140518808819e-160,0.399169810248131,0.32,0.095,2.04775171494116e-155,"4","SLC16A3"
"GLRX",9.0092926553381e-159,1.10008200733077,0.564,0.278,2.04727166299903e-154,"4","GLRX"
"ARFGAP3",1.27844200017684e-158,0.786683852084423,0.565,0.284,2.90513160120185e-154,"4","ARFGAP3"
"RASGRP31",2.15748545650903e-157,0.42463984039536,0.328,0.099,4.90266995137113e-153,"4","RASGRP3"
"H2AFY",2.93568014899477e-156,0.651635259131508,0.643,0.345,6.67103957057571e-152,"4","H2AFY"
"SYNGR21",1.46810801374945e-155,0.551030552667077,0.492,0.203,3.33612865044425e-151,"4","SYNGR2"
"SHTN1",2.00709223558601e-155,0.34981991540281,0.287,0.081,4.56091639614566e-151,"4","SHTN1"
"POU2F2",2.73447225682012e-154,0.411353337636141,0.263,0.07,6.21381475639805e-150,"4","POU2F2"
"IL181",1.44938747058246e-152,0.368683364555095,0.37,0.116,3.29358808815158e-148,"4","IL18"
"TANK",4.1443122437525e-152,0.685318088336207,0.596,0.303,9.41753514270318e-148,"4","TANK"
"METRNL1",2.82837884484617e-151,0.855519974450267,0.698,0.417,6.42720808702844e-147,"4","METRNL"
