"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"DCN",0,5.25044357689292,0.998,0.422,0,"0","DCN"
"CFD",0,5.20091354083056,0.895,0.349,0,"0","CFD"
"COL1A1",0,5.16472976665136,0.993,0.572,0,"0","COL1A1"
"COL1A2",0,4.84028756540162,0.995,0.539,0,"0","COL1A2"
"COL3A1",0,4.6557312057222,0.963,0.484,0,"0","COL3A1"
"PTGDS",0,4.6105408038412,0.687,0.173,0,"0","PTGDS"
"SFRP2",0,4.20854160239919,0.842,0.16,0,"0","SFRP2"
"CXCL14",0,4.13344977109347,0.928,0.407,0,"0","CXCL14"
"APOD",0,3.90448111022333,0.793,0.214,0,"0","APOD"
"CCDC80",0,3.89243639795569,0.986,0.332,0,"0","CCDC80"
"FBLN1",0,3.79839067501729,0.939,0.169,0,"0","FBLN1"
"LUM",0,3.75291782170114,0.941,0.206,0,"0","LUM"
"CTSK",0,3.17507197005259,0.944,0.163,0,"0","CTSK"
"WISP2",0,3.13355738503563,0.612,0.05,0,"0","WISP2"
"COL6A2",0,3.01237231487626,0.997,0.45,0,"0","COL6A2"
"SERPINF1",0,2.96148908663162,0.961,0.302,0,"0","SERPINF1"
"COL6A1",0,2.92584406860385,0.983,0.385,0,"0","COL6A1"
"MMP2",0,2.84115225369539,0.861,0.202,0,"0","MMP2"
"PCOLCE",0,2.81609422371309,0.964,0.278,0,"0","PCOLCE"
"C1R",0,2.81221765036112,0.953,0.29,0,"0","C1R"
"CTHRC1",0,2.75750655165354,0.66,0.318,0,"0","CTHRC1"
"POSTN",0,2.68574572356229,0.406,0.273,0,"0","POSTN"
"SPARC",0,2.65649691438084,0.971,0.75,0,"0","SPARC"
"COL6A3",0,2.59375070763173,0.9,0.205,0,"0","COL6A3"
"C1S",0,2.56900271930494,0.951,0.217,0,"0","C1S"
"MFAP4",0,2.55522622447149,0.864,0.086,0,"0","MFAP4"
"DPT",0,2.55075011344166,0.76,0.035,0,"0","DPT"
"C3",0,2.46903627313056,0.548,0.028,0,"0","C3"
"ASPN",0,2.42134719807469,0.4,0.09,0,"0","ASPN"
"CXCL12",0,2.40415616173646,0.831,0.28,0,"0","CXCL12"
"MGP",0,2.39622898667209,0.94,0.623,0,"0","MGP"
"MEG3",0,2.37977476888839,0.884,0.097,0,"0","MEG3"
"COMP",0,2.33062635637341,0.304,0.035,0,"0","COMP"
"PLAC9",0,2.31693361316032,0.952,0.342,0,"0","PLAC9"
"COL5A2",0,2.3115983553687,0.76,0.153,0,"0","COL5A2"
"GSN",0,2.26596568419528,0.975,0.769,0,"0","GSN"
"HTRA1",0,2.24430510988205,0.869,0.347,0,"0","HTRA1"
"CFH",0,2.22095062273232,0.899,0.345,0,"0","CFH"
"VCAN",0,2.18395908373267,0.828,0.118,0,"0","VCAN"
"THY1",0,2.17135449099287,0.895,0.191,0,"0","THY1"
"MFAP5",0,2.17117799005403,0.56,0.016,0,"0","MFAP5"
"PTN",0,2.17086638266067,0.716,0.108,0,"0","PTN"
"TIMP1",0,2.13738338121706,0.99,0.734,0,"0","TIMP1"
"APOE",0,2.127827396242,0.711,0.583,0,"0","APOE"
"AEBP1",0,2.10717994983972,0.849,0.192,0,"0","AEBP1"
"PI16",0,2.10041317982617,0.417,0.016,0,"0","PI16"
"LRP1",0,2.08470156420817,0.898,0.089,0,"0","LRP1"
"COL5A1",0,2.07761618053222,0.684,0.084,0,"0","COL5A1"
"THBS2",0,2.04841051422662,0.708,0.058,0,"0","THBS2"
"IGFBP6",0,1.99016727333262,0.636,0.088,0,"0","IGFBP6"
"RARRES2",0,1.95406488751902,0.809,0.188,0,"0","RARRES2"
"PDGFRL",0,1.9481247764201,0.684,0.033,0,"0","PDGFRL"
"FN1",0,1.90495236659185,0.759,0.281,0,"0","FN1"
"CST3",0,1.89716793554973,0.997,0.865,0,"0","CST3"
"FSTL1",0,1.88579868293127,0.917,0.432,0,"0","FSTL1"
"TNFAIP6",0,1.87912717478513,0.558,0.055,0,"0","TNFAIP6"
"SPON2",0,1.87277765545047,0.604,0.063,0,"0","SPON2"
"LGALS1",0,1.86492170786437,0.998,0.69,0,"0","LGALS1"
"MXRA8",0,1.82689040915474,0.853,0.084,0,"0","MXRA8"
"LOX",0,1.80930695704166,0.68,0.049,0,"0","LOX"
"FBLN2",0,1.80754078168494,0.866,0.226,0,"0","FBLN2"
"PPIC",0,1.80202591705464,0.81,0.358,0,"0","PPIC"
"EFEMP1",0,1.78482814224906,0.623,0.068,0,"0","EFEMP1"
"SFRP4",0,1.77429182020551,0.289,0.032,0,"0","SFRP4"
"FBN1",0,1.75935522901821,0.758,0.186,0,"0","FBN1"
"OLFML3",0,1.75395481306225,0.746,0.042,0,"0","OLFML3"
"ELN",0,1.72205180847878,0.535,0.11,0,"0","ELN"
"RCN3",0,1.71919213266809,0.731,0.078,0,"0","RCN3"
"SOD3",0,1.69884313029768,0.791,0.213,0,"0","SOD3"
"TMEM176B",0,1.6953066167144,0.786,0.117,0,"0","TMEM176B"
"IGFBP5",0,1.69137709388463,0.75,0.256,0,"0","IGFBP5"
"TIMP2",0,1.64247552180404,0.958,0.52,0,"0","TIMP2"
"CLEC11A",0,1.64239256555738,0.78,0.116,0,"0","CLEC11A"
"OGN",0,1.63768031998416,0.542,0.013,0,"0","OGN"
"SERPING1",0,1.62776947132444,0.922,0.449,0,"0","SERPING1"
"COL14A1",0,1.60900747220939,0.637,0.134,0,"0","COL14A1"
"CRABP2",0,1.59047851320985,0.772,0.152,0,"0","CRABP2"
"COL12A1",0,1.58692906014243,0.593,0.105,0,"0","COL12A1"
"PLTP",0,1.58213491821902,0.747,0.139,0,"0","PLTP"
"SELENOP",0,1.56646795087535,0.841,0.521,0,"0","SELENOP"
"MDK",0,1.55044355183989,0.671,0.31,0,"0","MDK"
"BGN",0,1.4822783767179,0.602,0.239,0,"0","BGN"
"SFRP1",0,1.46202535017691,0.437,0.041,0,"0","SFRP1"
"CERCAM",0,1.45736778314794,0.592,0.054,0,"0","CERCAM"
"TWIST1",0,1.44764034342612,0.858,0.197,0,"0","TWIST1"
"COPZ2",0,1.43903104863987,0.725,0.213,0,"0","COPZ2"
"MMP23B",0,1.43799872300141,0.569,0.018,0,"0","MMP23B"
"MRC2",0,1.43793925316962,0.675,0.037,0,"0","MRC2"
"ECM1",0,1.4369136563487,0.693,0.07,0,"0","ECM1"
"PODN",0,1.39850842302193,0.655,0.039,0,"0","PODN"
"CYBRD1",0,1.39092950353154,0.752,0.177,0,"0","CYBRD1"
"MXRA5",0,1.38786438429458,0.633,0.037,0,"0","MXRA5"
"CD63",0,1.37571183044648,1,0.91,0,"0","CD63"
"NBL1",0,1.36851384490585,0.724,0.368,0,"0","NBL1"
"EFEMP2",0,1.34965446550982,0.72,0.089,0,"0","EFEMP2"
"PPIB",0,1.30841004828941,0.966,0.825,0,"0","PPIB"
"PRRX1",0,1.28870666578666,0.893,0.235,0,"0","PRRX1"
"CD248",0,1.26358703881885,0.646,0.046,0,"0","CD248"
"PLPP3",0,1.26052424960129,0.754,0.331,0,"0","PLPP3"
"SELENOM",0,1.25599323864443,0.975,0.642,0,"0","SELENOM"
"SLIT3",0,1.25308174255908,0.684,0.108,0,"0","SLIT3"
"FKBP10",0,1.24854877900337,0.674,0.139,0,"0","FKBP10"
"GEM",0,1.24377486289139,0.772,0.349,0,"0","GEM"
"ANGPTL1",0,1.24157447674517,0.514,0.024,0,"0","ANGPTL1"
"S100A4",0,1.23812478311882,0.986,0.54,0,"0","S100A4"
"ADH1B",0,1.22884478464382,0.354,0.013,0,"0","ADH1B"
"TMEM176A",0,1.22153274016738,0.667,0.1,0,"0","TMEM176A"
"PSAP",0,1.21028531324847,0.95,0.629,0,"0","PSAP"
"CXCL1",0,1.20645162543906,0.283,0.06,0,"0","CXCL1"
"GAS6",0,1.20459854360069,0.715,0.299,0,"0","GAS6"
"PRDX4",0,1.2032083861021,0.752,0.437,0,"0","PRDX4"
"CD99",0,1.19743016539597,0.989,0.837,0,"0","CD99"
"ISLR",0,1.18701631448995,0.596,0.027,0,"0","ISLR"
"CPXM1",0,1.18376531636611,0.555,0.053,0,"0","CPXM1"
"ITGBL1",0,1.18324943434691,0.521,0.015,0,"0","ITGBL1"
"ABI3BP",0,1.18063314313023,0.585,0.058,0,"0","ABI3BP"
"FXYD1",0,1.17786387948237,0.749,0.154,0,"0","FXYD1"
"GAS1",0,1.17646427266306,0.552,0.052,0,"0","GAS1"
"TNXB",0,1.17537638763103,0.539,0.15,0,"0","TNXB"
"S100A6",0,1.16221119473315,1,0.909,0,"0","S100A6"
"EMILIN1",0,1.16172984291566,0.567,0.034,0,"0","EMILIN1"
"TWIST2",0,1.15092005237686,0.577,0.021,0,"0","TWIST2"
"PRELP",0,1.1492383292803,0.533,0.026,0,"0","PRELP"
"ANGPTL2",0,1.14580680816636,0.595,0.164,0,"0","ANGPTL2"
"ABCA8",0,1.13584675884134,0.495,0.024,0,"0","ABCA8"
"LAPTM4A",0,1.133715841954,0.993,0.908,0,"0","LAPTM4A"
"F10",0,1.126045093576,0.506,0.053,0,"0","F10"
"NNMT",0,1.12468291427146,0.944,0.637,0,"0","NNMT"
"IGF1",0,1.12279257411426,0.396,0.033,0,"0","IGF1"
"DIO2",0,1.12190397756973,0.404,0.018,0,"0","DIO2"
"S100A13",0,1.11662287682473,0.951,0.605,0,"0","S100A13"
"FGL2",0,1.10802050812016,0.63,0.165,0,"0","FGL2"
"CD81",0,1.10515378312676,0.995,0.932,0,"0","CD81"
"FGFR1",0,1.10177403691252,0.762,0.235,0,"0","FGFR1"
"PDGFRA",0,1.08499985049567,0.591,0.029,0,"0","PDGFRA"
"SRPX",0,1.07961991053938,0.573,0.078,0,"0","SRPX"
"CDH11",0,1.07478796181057,0.571,0.037,0,"0","CDH11"
"VKORC1",0,1.07116307900521,0.79,0.393,0,"0","VKORC1"
"APCDD1",0,1.06593821516319,0.331,0.121,0,"0","APCDD1"
"LGALS3BP",0,1.06139561806505,0.614,0.145,0,"0","LGALS3BP"
"SEPT11",0,1.05807775561639,0.684,0.254,0,"0","SEPT11"
"CRYAB",0,1.05743550871885,0.585,0.2,0,"0","CRYAB"
"OMD",0,1.05174747447786,0.511,0.007,0,"0","OMD"
"PDLIM2",0,1.04787258614651,0.803,0.344,0,"0","PDLIM2"
"OSR2",0,1.04717033665653,0.541,0.033,0,"0","OSR2"
"PRRX2",0,1.04280532968964,0.701,0.155,0,"0","PRRX2"
"FMOD",0,1.0425405592051,0.599,0.051,0,"0","FMOD"
"MMP14",0,1.03808695912959,0.569,0.125,0,"0","MMP14"
"BASP1",0,1.03620971540276,0.614,0.184,0,"0","BASP1"
"LTBP4",0,1.02903273576913,0.609,0.18,0,"0","LTBP4"
"FAP",0,1.02803197467344,0.472,0.036,0,"0","FAP"
"IL11RA",0,1.02510090296406,0.544,0.036,0,"0","IL11RA"
"VEGFB",0,1.02372382999652,0.661,0.215,0,"0","VEGFB"
"TTC3",0,1.02332240961954,0.732,0.292,0,"0","TTC3"
"P4HB",0,1.02215041343236,0.818,0.582,0,"0","P4HB"
"SSPN",0,1.0183444252584,0.625,0.09,0,"0","SSPN"
"MFAP2",0,1.01525680162687,0.474,0.023,0,"0","MFAP2"
"KDELR2",0,1.00446521746945,0.765,0.432,0,"0","KDELR2"
"LY6E",0,0.999674483200657,0.88,0.555,0,"0","LY6E"
"CYR61",0,0.999056363614385,0.86,0.59,0,"0","CYR61"
"SERPINH1",0,0.996680107860767,0.79,0.492,0,"0","SERPINH1"
"FBLN5",0,0.994943543902318,0.577,0.026,0,"0","FBLN5"
"HTRA3",0,0.986341873637126,0.45,0.011,0,"0","HTRA3"
"SMOC2",0,0.982848079113303,0.464,0.092,0,"0","SMOC2"
"COL16A1",0,0.976713440003651,0.499,0.077,0,"0","COL16A1"
"GPNMB",0,0.970531140569245,0.775,0.313,0,"0","GPNMB"
"SERPINE2",0,0.970021847968048,0.416,0.076,0,"0","SERPINE2"
"IGFBP4",0,0.968500431956419,0.923,0.701,0,"0","IGFBP4"
"CEBPB",0,0.967166089459947,0.926,0.64,0,"0","CEBPB"
"FTL",0,0.964159033666697,1,0.994,0,"0","FTL"
"CXCL2",0,0.963596524757459,0.627,0.412,0,"0","CXCL2"
"SERF2",0,0.959698741308289,0.998,0.99,0,"0","SERF2"
"CALU",0,0.958660806409247,0.734,0.333,0,"0","CALU"
"BICC1",0,0.956807359905365,0.562,0.025,0,"0","BICC1"
"NUCB2",0,0.950388480362443,0.67,0.277,0,"0","NUCB2"
"PLAGL1",0,0.934453110883648,0.568,0.105,0,"0","PLAGL1"
"ADD3",0,0.93161675450739,0.635,0.161,0,"0","ADD3"
"NUPR1",0,0.924221599082382,0.856,0.509,0,"0","NUPR1"
"NFIX",0,0.91614167699301,0.649,0.164,0,"0","NFIX"
"EMP3",0,0.913861848960403,0.871,0.315,0,"0","EMP3"
"ZBTB20",0,0.911434687491475,0.842,0.489,0,"0","ZBTB20"
"GPX8",0,0.907975514048286,0.538,0.063,0,"0","GPX8"
"KDELR3",0,0.907852137412938,0.459,0.041,0,"0","KDELR3"
"TENT5A",0,0.906049999736337,0.727,0.316,0,"0","TENT5A"
"ARL6IP5",0,0.902121694772567,0.888,0.548,0,"0","ARL6IP5"
"CPQ",0,0.8977797535987,0.646,0.154,0,"0","CPQ"
"EID1",0,0.893801905544155,0.967,0.757,0,"0","EID1"
"LSP1",0,0.893796580583999,0.537,0.089,0,"0","LSP1"
"ITGB5",0,0.893695645577217,0.559,0.099,0,"0","ITGB5"
"MAFB",0,0.887837295080275,0.77,0.427,0,"0","MAFB"
"VASN",0,0.881791213825862,0.642,0.172,0,"0","VASN"
"OSTC",0,0.880372771735554,0.809,0.521,0,"0","OSTC"
"CREB3L1",0,0.878976327934063,0.492,0.03,0,"0","CREB3L1"
"C1QTNF3",0,0.875045712463307,0.308,0.01,0,"0","C1QTNF3"
"CYBA",0,0.873983189970658,0.837,0.335,0,"0","CYBA"
"NENF",0,0.868640582848316,0.841,0.451,0,"0","NENF"
"CTSF",0,0.86762530121306,0.594,0.144,0,"0","CTSF"
"MARCKS",0,0.865895367251744,0.938,0.703,0,"0","MARCKS"
"RND3",0,0.865618524077676,0.791,0.362,0,"0","RND3"
"DAB2",0,0.859584818558696,0.713,0.267,0,"0","DAB2"
"ITIH5",0,0.858481970116536,0.448,0.107,0,"0","ITIH5"
"PLD3",0,0.855779766100232,0.65,0.202,0,"0","PLD3"
"FGF7",0,0.855325659059207,0.544,0.078,0,"0","FGF7"
"CILP",0,0.841375341199688,0.295,0.006,0,"0","CILP"
"TMEM98",0,0.840837421341096,0.582,0.071,0,"0","TMEM98"
"FAM114A1",0,0.833782729059023,0.601,0.143,0,"0","FAM114A1"
"PAM",0,0.830535298117879,0.573,0.133,0,"0","PAM"
"FHL1",0,0.827602890557174,0.624,0.188,0,"0","FHL1"
"GXYLT2",0,0.825746687868928,0.441,0.01,0,"0","GXYLT2"
"ADAMTS2",0,0.819350975743088,0.442,0.035,0,"0","ADAMTS2"
"GGT5",0,0.81820509868204,0.496,0.253,0,"0","GGT5"
"SEMA3C",0,0.815528077486385,0.349,0.035,0,"0","SEMA3C"
"SCARA5",0,0.80945370528982,0.322,0.005,0,"0","SCARA5"
"GLT8D2",0,0.808651389504919,0.555,0.072,0,"0","GLT8D2"
"P4HA2",0,0.804996641803569,0.431,0.058,0,"0","P4HA2"
"LTBP1",0,0.802263719979017,0.476,0.087,0,"0","LTBP1"
"CHPF",0,0.799894702216855,0.399,0.042,0,"0","CHPF"
"PHPT1",0,0.799787025654774,0.825,0.53,0,"0","PHPT1"
"PIK3R1",0,0.797870809501324,0.604,0.22,0,"0","PIK3R1"
"FRMD6",0,0.795822490081676,0.562,0.152,0,"0","FRMD6"
"MT1E",0,0.79510005967625,0.589,0.211,0,"0","MT1E"
"DCLK1",0,0.79471235176029,0.49,0.046,0,"0","DCLK1"
"TMED3",0,0.793154121753823,0.601,0.211,0,"0","TMED3"
"CXCL3",0,0.79128738114104,0.471,0.241,0,"0","CXCL3"
"RAB34",0,0.786325455483864,0.68,0.226,0,"0","RAB34"
"GPC3",0,0.7860534464578,0.261,0.012,0,"0","GPC3"
"NTRK2",0,0.784253078650931,0.441,0.105,0,"0","NTRK2"
"NEGR1",0,0.783888799475468,0.413,0.021,0,"0","NEGR1"
"OLFML2B",0,0.782882988591794,0.449,0.085,0,"0","OLFML2B"
"PDGFRB",0,0.782275895213351,0.72,0.185,0,"0","PDGFRB"
"MT1M",0,0.781703664993228,0.513,0.167,0,"0","MT1M"
"PLXDC1",0,0.771302991338399,0.492,0.08,0,"0","PLXDC1"
"PIGT",0,0.770297015096863,0.588,0.208,0,"0","PIGT"
"NDN",0,0.770166470539077,0.584,0.092,0,"0","NDN"
"IFI27L2",0,0.769697140853022,0.69,0.283,0,"0","IFI27L2"
"HCFC1R1",0,0.76888090384984,0.656,0.28,0,"0","HCFC1R1"
"FKBP9",0,0.766298527545523,0.652,0.258,0,"0","FKBP9"
"FCGRT",0,0.765698843052282,0.895,0.649,0,"0","FCGRT"
"ANTXR1",0,0.760325216957913,0.494,0.064,0,"0","ANTXR1"
"SDC2",0,0.759735184338512,0.618,0.146,0,"0","SDC2"
"FAM180B",0,0.757419096353177,0.32,0.004,0,"0","FAM180B"
"RABAC1",0,0.748693597992698,0.916,0.721,0,"0","RABAC1"
"MXRA7",0,0.743874877719817,0.653,0.259,0,"0","MXRA7"
"S100A10",0,0.741366923008417,0.998,0.938,0,"0","S100A10"
"TMEM119",0,0.74043231829808,0.447,0.04,0,"0","TMEM119"
"DUSP1",0,0.733064785195892,0.965,0.915,0,"0","DUSP1"
"ITM2C",0,0.732854825270506,0.537,0.122,0,"0","ITM2C"
"COLEC12",0,0.730944071056398,0.441,0.036,0,"0","COLEC12"
"PALLD",0,0.730773556589337,0.572,0.201,0,"0","PALLD"
"MYDGF",0,0.730619763528763,0.775,0.521,0,"0","MYDGF"
"GSTM3",0,0.730168979850749,0.628,0.258,0,"0","GSTM3"
"LOXL1",0,0.726440863151375,0.406,0.035,0,"0","LOXL1"
"PLPP1",0,0.723390121030751,0.617,0.212,0,"0","PLPP1"
"RASD1",0,0.719509619903292,0.619,0.337,0,"0","RASD1"
"ATRAID",0,0.718116118290796,0.767,0.46,0,"0","ATRAID"
"GPX4",0,0.712059272854336,0.963,0.856,0,"0","GPX4"
"CTGF",0,0.711950084112821,0.764,0.503,0,"0","CTGF"
"SVEP1",0,0.710608213334542,0.328,0.006,0,"0","SVEP1"
"RUNX1",0,0.710037981219873,0.567,0.19,0,"0","RUNX1"
"BEX3",0,0.709859095246471,0.701,0.328,0,"0","BEX3"
"SCPEP1",0,0.707592025240158,0.544,0.191,0,"0","SCPEP1"
"HAS2",0,0.706069694472681,0.348,0.052,0,"0","HAS2"
"CLEC3B",0,0.705054070676372,0.352,0.117,0,"0","CLEC3B"
"SSR4",0,0.702841645756743,0.926,0.82,0,"0","SSR4"
"DDR2",0,0.702586154681639,0.569,0.147,0,"0","DDR2"
"CORIN",0,0.699049072369544,0.31,0.006,0,"0","CORIN"
"MFGE8",0,0.698744315318609,0.688,0.259,0,"0","MFGE8"
"CKAP4",0,0.696372192421004,0.535,0.219,0,"0","CKAP4"
"C12orf57",0,0.693725220841316,0.958,0.741,0,"0","C12orf57"
"MEG8",0,0.693255221609128,0.385,0.016,0,"0","MEG8"
"SSR2",0,0.691255380542449,0.899,0.713,0,"0","SSR2"
"HDLBP",0,0.688798215217287,0.699,0.38,0,"0","HDLBP"
"SPON1",0,0.687999698287419,0.387,0.022,0,"0","SPON1"
"TYMP",0,0.684676124021227,0.68,0.391,0,"0","TYMP"
"PLEKHH2",0,0.684015203114065,0.382,0.042,0,"0","PLEKHH2"
"LRRC15",0,0.68288484728297,0.309,0.008,0,"0","LRRC15"
"OAF",0,0.682823326247822,0.509,0.194,0,"0","OAF"
"DKK2",0,0.68015611966703,0.339,0.007,0,"0","DKK2"
"LRRN4CL",0,0.679595306679419,0.386,0.024,0,"0","LRRN4CL"
"LAMA2",0,0.679292205924633,0.421,0.034,0,"0","LAMA2"
"RRBP1",0,0.679139016372316,0.772,0.509,0,"0","RRBP1"
"ECM2",0,0.676250775295304,0.473,0.06,0,"0","ECM2"
"JTB",0,0.675525320463052,0.763,0.535,0,"0","JTB"
"FKBP7",0,0.674103507040483,0.486,0.104,0,"0","FKBP7"
"ANXA5",0,0.673278188422458,0.959,0.771,0,"0","ANXA5"
"AXL",0,0.667716371614983,0.554,0.133,0,"0","AXL"
"VGLL3",0,0.667430000519494,0.434,0.052,0,"0","VGLL3"
"CPE",0,0.664702930630762,0.645,0.245,0,"0","CPE"
"P3H3",0,0.664270709193927,0.407,0.027,0,"0","P3H3"
"PHLDA3",0,0.660765626667924,0.46,0.128,0,"0","PHLDA3"
"ANK2",0,0.660565567840395,0.424,0.046,0,"0","ANK2"
"LMAN1",0,0.65523097213473,0.695,0.388,0,"0","LMAN1"
"FIBIN",0,0.652184523126171,0.324,0.009,0,"0","FIBIN"
"GFRA1",0,0.645298021093629,0.379,0.025,0,"0","GFRA1"
"LRPAP1",0,0.638702768850337,0.677,0.343,0,"0","LRPAP1"
"SNED1",0,0.636610110495917,0.39,0.068,0,"0","SNED1"
"KDELR1",0,0.636014617651714,0.793,0.512,0,"0","KDELR1"
"FOS",0,0.635393042608072,0.96,0.856,0,"0","FOS"
"CLMP",0,0.634970166150345,0.409,0.009,0,"0","CLMP"
"QPCT",0,0.634688204085167,0.398,0.062,0,"0","QPCT"
"CTSD",0,0.634342074577985,0.718,0.445,0,"0","CTSD"
"CELF2",0,0.631134531293939,0.505,0.129,0,"0","CELF2"
"GOLM1",0,0.631026014397363,0.393,0.086,0,"0","GOLM1"
"NREP",0,0.630554878697068,0.317,0.098,0,"0","NREP"
"CHID1",0,0.625806781072029,0.512,0.152,0,"0","CHID1"
"PRDX5",0,0.623641874702175,0.843,0.636,0,"0","PRDX5"
"C1QTNF6",0,0.620743926388657,0.32,0.044,0,"0","C1QTNF6"
"FOSB",0,0.620461619053843,0.957,0.852,0,"0","FOSB"
"AL078639.1",0,0.620067026697307,0.405,0.043,0,"0","AL078639.1"
"HSPA1A",0,0.616052070310048,0.968,0.957,0,"0","HSPA1A"
"SPATS2L",0,0.615846892687113,0.601,0.306,0,"0","SPATS2L"
"EMID1",0,0.61529014024816,0.33,0.025,0,"0","EMID1"
"RHOBTB3",0,0.613161999105488,0.521,0.137,0,"0","RHOBTB3"
"SLIT2",0,0.612209839033907,0.328,0.013,0,"0","SLIT2"
"RCN1",0,0.610797518226193,0.643,0.352,0,"0","RCN1"
"TCEAL9",0,0.609966110360258,0.779,0.472,0,"0","TCEAL9"
"LAMB2",0,0.609812195138257,0.62,0.292,0,"0","LAMB2"
"NFIC",0,0.608995243769797,0.762,0.456,0,"0","NFIC"
"ZNF106",0,0.607296695802507,0.534,0.218,0,"0","ZNF106"
"NUCB1",0,0.604365982387912,0.73,0.458,0,"0","NUCB1"
"YIF1A",0,0.603699985361267,0.501,0.211,0,"0","YIF1A"
"TP53I13",0,0.602564100131421,0.472,0.097,0,"0","TP53I13"
"SSC5D",0,0.602414800705792,0.342,0.022,0,"0","SSC5D"
"PYCR1",0,0.601946495669588,0.339,0.021,0,"0","PYCR1"
"AKR7A2",0,0.596248881574834,0.513,0.206,0,"0","AKR7A2"
"MAGED1",0,0.595835003061108,0.431,0.104,0,"0","MAGED1"
"PTGFR",0,0.594615821778684,0.322,0.006,0,"0","PTGFR"
"FAM3C",0,0.591307249271499,0.626,0.307,0,"0","FAM3C"
"KCNQ1OT1",0,0.591051740335124,0.662,0.45,0,"0","KCNQ1OT1"
"C12orf75",0,0.590183096792874,0.382,0.123,0,"0","C12orf75"
"ADH5",0,0.589311694908423,0.557,0.232,0,"0","ADH5"
"HMCN1",0,0.588836470842827,0.32,0.024,0,"0","HMCN1"
"MAN1A1",0,0.582789492311206,0.545,0.205,0,"0","MAN1A1"
"RECK",0,0.58121640794533,0.374,0.04,0,"0","RECK"
"GLT8D1",0,0.580924187928769,0.462,0.108,0,"0","GLT8D1"
"PGRMC1",0,0.573350976015193,0.7,0.431,0,"0","PGRMC1"
"DDAH2",0,0.573316146811541,0.75,0.472,0,"0","DDAH2"
"A1BG",0,0.570741925018583,0.414,0.12,0,"0","A1BG"
"NME4",0,0.569105828980562,0.547,0.22,0,"0","NME4"
"TSPAN4",0,0.568969363991594,0.733,0.436,0,"0","TSPAN4"
"ANPEP",0,0.56853635723772,0.386,0.039,0,"0","ANPEP"
"P3H1",0,0.564794487894638,0.396,0.081,0,"0","P3H1"
"LPAR1",0,0.562654105655873,0.374,0.012,0,"0","LPAR1"
"RUNX1T1",0,0.561494301224698,0.416,0.087,0,"0","RUNX1T1"
"SDF4",0,0.560826036291434,0.622,0.308,0,"0","SDF4"
"PMP22",0,0.558225447727286,0.883,0.583,0,"0","PMP22"
"CASC4",0,0.557428658939569,0.504,0.17,0,"0","CASC4"
"EVA1B",0,0.55714560665321,0.645,0.298,0,"0","EVA1B"
"TUBA1A",0,0.555893143613595,0.893,0.715,0,"0","TUBA1A"
"MAP1B",0,0.552291985715396,0.77,0.421,0,"0","MAP1B"
"CD276",0,0.552288040587928,0.452,0.126,0,"0","CD276"
"TSC22D3",0,0.55010383462071,0.678,0.45,0,"0","TSC22D3"
"EPB41L2",0,0.549939083372542,0.538,0.2,0,"0","EPB41L2"
"GSTP1",0,0.549098989239857,0.97,0.888,0,"0","GSTP1"
"CD47",0,0.547255934640172,0.616,0.324,0,"0","CD47"
"FUCA2",0,0.545952803315057,0.439,0.108,0,"0","FUCA2"
"PLXDC2",0,0.543437722946075,0.414,0.148,0,"0","PLXDC2"
"NFIA",0,0.543328665454537,0.602,0.391,0,"0","NFIA"
"SEC31A",0,0.543250200615936,0.612,0.313,0,"0","SEC31A"
"MAP1A",0,0.543193104899098,0.426,0.088,0,"0","MAP1A"
"TNFAIP2",0,0.54158159605403,0.559,0.327,0,"0","TNFAIP2"
"CALM3",0,0.541426566729431,0.57,0.253,0,"0","CALM3"
"LTBP3",0,0.541365527409507,0.572,0.253,0,"0","LTBP3"
"PTK7",0,0.53863619593282,0.349,0.066,0,"0","PTK7"
"ARL1",0,0.536554471465818,0.561,0.239,0,"0","ARL1"
"BMP1",0,0.534787091804944,0.398,0.117,0,"0","BMP1"
"GLG1",0,0.534020237086526,0.54,0.21,0,"0","GLG1"
"NAGLU",0,0.533291958444479,0.395,0.08,0,"0","NAGLU"
"ABCA6",0,0.529664268634325,0.319,0.015,0,"0","ABCA6"
"XG",0,0.528286147140906,0.339,0.037,0,"0","XG"
"MIR99AHG",0,0.527146417900995,0.352,0.041,0,"0","MIR99AHG"
"MARVELD1",0,0.526352795654502,0.421,0.086,0,"0","MARVELD1"
"FKBP14",0,0.525361062779678,0.424,0.119,0,"0","FKBP14"
"DNM1",0,0.524428432974626,0.351,0.014,0,"0","DNM1"
"ADGRA2",0,0.522564420544376,0.483,0.159,0,"0","ADGRA2"
"EGR1",0,0.521429260769225,0.845,0.631,0,"0","EGR1"
"IFI6",0,0.520331076965744,0.515,0.269,0,"0","IFI6"
"CTSB",0,0.520168136601433,0.655,0.353,0,"0","CTSB"
"AKR1C1",0,0.519671188710007,0.374,0.115,0,"0","AKR1C1"
"CNTN1",0,0.51950054921565,0.328,0.028,0,"0","CNTN1"
"MAGED2",0,0.519361467690852,0.638,0.347,0,"0","MAGED2"
"OS9",0,0.518937498433189,0.621,0.329,0,"0","OS9"
"PTGER3",0,0.516858913801604,0.378,0.084,0,"0","PTGER3"
"SH3PXD2A",0,0.516656695189616,0.504,0.198,0,"0","SH3PXD2A"
